username;Sentiment;content
ZaenalMahya;Negatif;september bergerak tolak kenaikan harga bbm pertamina indonesia indonesia       bbm   
hobi_kitaa;Negatif;kalau saya melihat ini lebih ke balas dendam ya   dulu waktu pemerintahan sby menaikan harga bbm ada oposisi yg bawa banner sambil nangis nangis 
pujianto_hary;Positif; kalau menolak ya gak usah beli bbm drun  gitu aja kok repot  beli yang harga murah aja drun 
ukhtinia_s;Negatif; kalau sekedar menurunkan harga bbm itu bukan solusi   terapkan islam kaffah dijamin solusi hakiki
Berty69968038;Negatif;  kok yg suka demo  ga demo hilangkan banjirr taunya cuma demo turunkan harga bbm ajakah   slightly smiling face 
topik_husin;Negatif; dari awal rencana untuk kami sdh menolak dgn tegas ada y kenaikan harga bbm          
jpnncom;Positif;pemkot pekalongan menyiapkan berbagai langkah untuk mengantisipasi kenaikan laju inflasi daerah sebagai dampak kenaikan harga bahan bakar minyak  bbm    
KompasTV;Negatif;aksi dorong motor tolak kenaikan harga bbm  
beritaislamorg;Positif;puan maharani harusnya turun ke jalan memimpin mahasiswa tolak kenaikan harga bbm 
dn_dillaaa;Positif; bangun solidaritas  artha graha peduli bagikan bantuan tunai dan sembako atasi dampak kenaikan harga bbm          
AaCyberCendol;Netral;  bukan hanya itu kenaikan harga bbm dan demo mahasiswa menjadi pengalihan kasus fs
Abduh61706499;Negatif; oh jadi naik harga bbm itu ada imbasnya ya rick  kok cebong enggak tau  update donk 
buletbuletkecil;Positif; naikin harga bbm
mukharomf;Negatif;nyoba bbm harga baru  lumayan juga ya
wahananewsdotco;Positif;menhub budi  presiden gelar rapat lebih dari    kali sebelum naikkan harga bbm  
InfoTimlo;Negatif;demo tolak kenaikan harga bbm di kota solo terus berlanjut  pks  pemerintah harus kreatif cari solusi 
kabartimlo;Negatif;demo tolak kenaikan harga bbm di kota solo terus berlanjut  pks  pemerintah harus kreatif cari solusi 
timlovers;Negatif;demo tolak kenaikan harga bbm di kota solo terus berlanjut  pks  pemerintah harus kreatif cari solusi 
koma_id;Positif;gelontorkan ribuan paket bansos  polda jambi ringankan beban masyarakat terdampak naiknya harga bbm 
istapuspit;Negatif; lagian kalo mau nyerocos coba di lihat dulu harga bbm negara  lain berapa harganya  biar nggak asbun  emang nyatanya bbm di negara indonesia di subsidi besar kok  coba di cek dulu di negara lain  biar kebuka matamu  nggak mudah di bodohin sama statement sesat
liputan6dotcom;Negatif;btn siapkan mitigasi antisipasi kenaikan suku bunga hingga dampak harga bbm naik  pt bank tabungan negara  persero  tbk atau btn memastikan kinerja perseroan on track karena strategi mitigasi risiko yang dilakukan sejak dini  
mediaindonesia;Negatif;mengingat  terjadi kenaikan harga bahan bakar minyak  bbm  yang bakal memengaruhi pembiayaan proyek pembangunan pemerintah     sumber  
WartaEkonomi;Negatif;terdampak kenaikan harga bbm  dua ribu paket sembako dibagikan kepada warga 
Repsuscoid;Positif;focus group discussion dengan tema kebijakan penyesuaian subsidi harga bbm dan penyaluran bantalan sosial di polda kepri 
topik_husin;Negatif;dari awal rencana untuk kami sdh menolak dgn tegas ada y kenaikan harga bbm          
news_wanheart;Negatif;malaysia nikmati harga bbm jauh lebih murah rp       per liter  indonesia diwarnai demo bbm naik  
AzizyPambudi;Negatif; pantas dihukum berat dan dicap pengkhianat negara ini pak    di saat negara sedang memanas gara  harga bbm naik  pengurangan subsidi  ada oknum yang memanfaatkan demi keuntungan pribadi   
ugion26;Netral;kalo gak setuju kenaikan harga bbm   gak usah dibeli  bila tak ada kesepakatan harga antara penjualan dan pembeli maka saran saya jangan dibeli  biar bisa buat beli yang lain 
wellylie99;Netral; mau sampai kapan demo ini mau berlangsung  harap peninjauan kembali kebijakan menaikkan harga bbm 
Alfa_Rohadi;Negatif;rakyat sudah miskin mau dimiskinkan      tolak kenaikan harga bbm     
izza_kholifah;Netral; thn  bln  lt   hari  baru hari ini ngerasain rindu abah krn bbm naik  gegara ngobrolin harga bensin naik sma ibuk di atas motor pulang dr cari angin  ga jadi beli bensin krn antri mengular  jadinya nginget  jaman masih kecil  bela in bolak balik rumah pom  km buat ngumpulin bensin 
D1114NX;Negatif;di hut nya kado you  rakyat harga bbm  rocket  ada lobang galian dibuat ruben onsu  kalian yg merayakan semua asuu  
Indopolitika;Positif;harga bbm naik  pakar  saatnya pemerintah perbaiki struktur distribusi subsidi 
AliyatimLiken;Negatif;bbm tidak naik  hanya penyesuaian harga  kata wapres indahnya dua kata pak kiyai  antara terjemaha dan tafsir harus rujukan asbabunnujul
AhmadBinJalal;Netral;materi   keberlanjutan ekonomi pasca penyesuaian harga bbm terhadap perekonomian di indonesia  diskusi ini akan diselenggarakan pada     tear off calendar  sabtu     september       watch        wib s d selesai  round pushpin  aula iptek sengkaling kuliner malang
AhmadBinJalal;Positif;bersama pemateri       dr  nazaruddin malik  se     wakil rektor   umm  materi   urgensi penyesuaian harga bbm terhadap apbn tahun          ali muthohirin   m h   komisaris independen pt  adhi persada beton bumn 
AhmadBinJalal;Positif;focus group discussion  urgensi penyesuaian harga bbm  analisis kebijakan bbm terhadap apbn tahun        live di youtube cangkir opini    
Indopolitika;Positif;harga bbm naik  pakar  saatnya pemerintah perbaiki struktur distribusi subsidi  via 
ibnupurna;Negatif;pengamat  sungguh tak bermoral  di saat masyarakat makin menderita akibat kenaikan harga bbm  para pegawai perusahaan negara justru dinaikkan gajinya  padahal gaji mereka saat ini pun sudah tinggi  lalu di mana rasa keadilannya   ujar achmad  jumat         
NegeriWayahna;Negatif;bener sih cuma salah di akhiran aja  rolling on the floor laughing  harus nya   harga bbm bukan naik tapi ganti harga  thumbs up  
BashAhLatucons6;Negatif;tolak kenaikan harga bbm  fpi  pa      dan gnpf ulama kompak tuntut presiden mundur  kalau mau jujur presiden jokowi ini sdh tidak layak tidak patut dan tidak ada legitimasi rakyat lg  tdk ada opsi lain kecuali harus dimakzulkan
clout_indonesia;Negatif;karena harga bbm meroket  banyak biaya yang naik  dan pastinya tarif ojol grab  amp  gojek ikutan naik nih sampai sebesar     berikut informasi kenaikan harganya  meskipun bayaran mereka naik  banyak ojol yang selayaknya mengeluh  
CaturRp;Negatif;  mantaps ini baru pks  lanjutkan sampe tuntas  harga bbm turun   raised fist 
Sultan00674771;Negatif; september      indonesia    demo massif diseluruh indonesia tolak kenaikan harga bbm mulai   sampai   september      mahasiswa bergerak membela hak hak masyarakat indonesia    disana  backhand index pointing up light skin tone gak ada cebong pemuja jokowi   pengkhianat bangsa   mereka senang bbm naik   beaming face with smiling eyes   
timescoid;Negatif;dampak ekonomi usai pemerintah menaikkan harga bbm berimbas kepada masyarakat kecil  khususnya pedagang kaki lima di saat ini      
LaNyallaAcademy;Negatif;sebab  selama ini pemerintah kerap membandingkan harga bbm subsidi dengan negara lain  yang akhirnya banyak diteruskan pendukung pemerintah di media media sosial         piye jon    
wulan_nadira;Positif;gk ada kenaikan harga bbm yang ada adalah pengurangan subsidi bbm   erik tohir   
NuelUyee;Negatif;bbm naik harga  mie telor naik  lama lama yang turun  nabi isa  
MawaraniNadia;Positif;gk ada kenaikan harga bbm yang ada adalah pengurangan subsidi bbm   erik tohir   
detikcom;Negatif;massa aksi pmii yang menolak kenaikan harga bbm hingga menduduki gedung dprd banyuwangi membubarkan diri  massa kecewa karena tak ditemui ketua dprd banyuwangi  
HanaPutttrr01;Positif;ketua pbnu memaklumi kenaikan harga bbm memang hal tersebut adalah keputusan yang sulit akan tetapi apabila gk dinaikkan akan mnjadi lebih sulit kedepanya 
selvijn_ellias;Netral;wuauw   tidak ada subsidi  harga bbm di singapura capai rp      per liter 
HenyWirda;Positif;ketua pbnu memaklumi kenaikan harga bbm memang hal tersebut adalah keputusan yang sulit akan tetapi apabila gk dinaikkan akan mnjadi lebih sulit kedepanya 
HamidahAryana;Positif;gag ad kenaikan harga bbm yg ad adalh pengurangan subsidi bbm   erik tohir   
MLindazahra;Positif;gag ad kenaikan harga bbm yg ad adalh pengurangan subsidi bbm   erik tohir   
MawaraniNadia;Positif;ketua pbnu memaklumi kenaikan harga bbm memang hal tersebut adalh keputusan yg sulit bakalan tetapi apabila gag dinaikkan bakalan menjdi lebih sulit kedepanya 
RianPertamax;Positif;ketua pbnu memaklumi kenaikan harga bbm memang hal tersebut adalah keputusan yang sulit akan tetapi apabila gk dinaikkan akan mnjadi lebih sulit kedepanya 
robyparman;Negatif;kalau bbm bukan naik tp menyesuaikan harga  tolong juga gaji juga disesuaikan  alaahh
EndangUban;Negatif; emangnya kalau harga bbm diturunkan besok  persoalan selesai 
BoimBukan;Negatif; ini negara tetangga lg dilanda apa ya bbm naik  smua harga bahan pokok naik tarif kendaraan dan ojol naik polisi tembak polisi lg pd ribut diluaran sana eh para koruptor dilolosin smp puluhan hebatnya negara tetangga 
tiduritusulit;Negatif;  lahh kan emang udah turun  dari   rb sekian ke   rb sekian  lagian bbm swasta dengan spek sama ga akan bisa harga nya di bawah pertamina sekalipun mereka mau  yg ada bisa di cabut izin nya  face with tears of joy 
andi_chairil;Negatif;apakah karyawan bumn bukan bagian dari rakyat juga  yang relatif juga berdampak kenaikan harga bbm     seperti halnya aatau sopir pribadi anggota dpr  khan mereka berhak juga untuk naik gaji  
wulan_nadira;Positif;ketua pbnu memaklumi kenaikan harga bbm memang hal tersebut adalh keputusan yg sulit bakalan tetapi apabila gag dinaikkan bakalan menjdi lebih sulit kedepanya 
ErnyTalia;Positif;enggak ada kenaikan harga bbm yang ada adlah pengurangan subsidi bbm   erik tohir   
ibnupurna;Negatif;dampak harga bbm naik  sopir angkot di depok keluhkan tarif masih sama   kalo untuk tarif angkot daerah depok beji ini masih sama   kata sopir angkot bernama ahmad susanto pada saat ditemui di stasiun depok baru  kamis    september       
ibolbol1;Negatif;kenaikan bbm jenis pertalite  solar  dan pertamax akhirnya mengerek tarif dasar angkutan antar kota antar provinsi  akap   untuk penyesuaian terhadap harga bbm  maka perlu ada penyesuaian tarif  yaitu tarif dasar      sebesar rp       per penumpang per km   
HarrisBarus;Negatif;dampak kenaikan harga bbm  harga bahan pokok ikut merangkak naik 
DiyahAyyy;Positif;enggak ada kenaikan harga bbm yang ada adlah pengurangan subsidi bbm   erik tohir   
HamidahAryana;Positif;ketua pbnu memaklumi kenaikan harga bbm memang hal tersebut adlah keputusan yang sulit bkl tetapi apabila enggak dinaikkan bkl mnjdi lebih sulit kedepanya 
ReadOne30777215;Negatif;mikirin karyawannya aja  rakyat gak dipikrin efek harga bbm naik   busuk  
bisnisindo_id;Negatif;penjualan eceran diproyeksi melambat  harga bbm menambah parah 
PolrestabesMKS;Positif;polrestabes makassar salurkan bantuan sembako terdampak kenaikan harga bbm  polrestabes makassar menyalurkan bantuan berupa sembako  bagi warga  tukang becak  bentor  dan supir angkot yang terdampak dari kenaikan harga bbm di kota makassar  jum at             
ibnupurna;Negatif; saat ini dg kenaikan harga bbm justru lebih terpuruk lagi  yg tadinya kami sdh dicekik oleh aplikator  skrg dicekik lagi dgn kenaikan harga bbm   ujar lilik dlm diskusi publik  bbm naik  rakyat tercekik  di kantor    jkt        
rollingwoles;Negatif;makanya masih mending demo dukung harga bbm naik  gak bikin macet 
eradotid;Negatif;mahasiswa kota bandung demo tolak kenaikan harga bbm  ditengah aksinya mereka menggelar salat berjemaah  
MMargani5;Negatif;badan eksekutif mahasiswa seluruh indonesia kecewa dgn sikap presiden joko widodo yg justru pulang lewat pintu belakang istana saat barisan mahasiswa menggelar aksi menolak kenaikan harga bbm pada kamis             backhand index pointing down  upside down face  backhand index pointing right ktnya kangen didemo  eh nyelinep  shushing face  
dndtirani;Negatif;malaysia nikmati harga bbm jauh lebih murah rp       per liter  indonesia diwarnai demo bbm naik     jokowi bacot cebong ujan menkominfo idiot resign diana fifa rest in love  
MLindazahra;Positif;ketua pbnu memaklumi kenaikan harga bbm memang hal tersebut adlah keputusan yang sulit bkl tetapi apabila enggak dinaikkan bkl mnjdi lebih sulit kedepanya 
queenkyu_;Netral; ngobrolin harga bbm yuk
tribunpontianak;Netral;pemerintah janji turunkan harga bbm tapi dengan syarat    lewat 
HenyWirda;Positif;tidak ada kenaikan harga bbm yang ada adalah pengurangan subsidi bbm   erik tohir  
handrisontea;Positif;  justru itu awasin dana subsidi nya bukan demo yg di potong itu jatah orang kaya harga bbm di dunia emang lagi tinggi pake data lah 
RianPertamax;Positif;tidak ada kenaikan harga bbm yang ada adalah pengurangan subsidi bbm   erik tohir  
ErnyTalia;Positif;ketua pbnu memaklumi kenaikan harga bbm memang hal tersebut adlh keputusan yg sulit akn tetapi apabila dak dinaikkan akn menjd lebih sulit kedepanya 
iamyourpaiin;Negatif; data bocor  kenaikan harga bbm  anj banyak banget sih pusing pengen pindah negara
PRFMnews;Negatif;harga menu makanan warteg naik imbas kenaikan harga bbm  kowantara  sebelumnya tebal sekarang tipis 
WisnuHerdiano;Positif;tidak ada kenaikan harga bbm yang ada adalah pengurangan subsidi bbm   erik tohir  
DiyahAyyy;Positif;ketua pbnu memaklumi kenaikan harga bbm memang hal tersebut adlh keputusan yg sulit akn tetapi apabila dak dinaikkan akn menjd lebih sulit kedepanya 
polsekkras1;Netral;anggota polres kediri melaksanakan cek harga sembako pasca kenaikan harga bbm      
EconKarim;Negatif; ada otak ga si tifa nih ksh ide penganti bbm  ganti presiden ganti menteri juga bbm naik  krn sesuaikan harga dunia  goblok  jgn coblos ini org yg pengen tenar tuk nyalon wakil rakyat  org gila nih 
MartinbrownXII;Negatif;  gegara harga bbm naik  jadi weh pada nyari gratisan  smiling face with open hands  face with tears of joy 
SandiWidy;Negatif; nah kalo harga bbm turun bakal ikut turun ga pak gajinya 
NephiLaxmus;Negatif;ngeselin ya para pejabat ini     naikkan harga bbm    petinggi bumn dapat kompensasi kenaikan bbm    diamanahi jaga data warga negara tidak becus dan saling tunjuk   skrg korespondensi intelijen  presiden diklaim hacker bocor   pinginnya sih ikut prihatin  tapi kok nganu 
fadlyhendra11;Negatif;  jalan satu  nya dukuki gedung dpr mpr paksa semua anggota dewan untuk beramai ramain tolak kenaikan harga bbm dan paksa ketua mpr untuk membuat sidang istimewa mpr untuk menjatuh kan rezim jokowi bentuk pemerintahan sementara percepat pemilu
jonidicardoben2;Negatif; bansos kagak menyelesaikan masalah itu hanya lupstick doang kagak bearti  oldmind bisanya naikkan harga bbm  banyak jalan mikir dong ini sasaran objeknya rakyat jadi melarat
Dhedy_Pro;Negatif;  masih untung hanya tuntutan turunkan bbm jika tuntutannya      turunkan presiden    bubarkan dpr n dprd serta pemilu ulang    perbaikan ekonomi    turunkan harga bbm    hukum hrs ditegakkan n bersihkan keparat  hukum    dll bisa modyar negri ini ya maaf kl ada yg salah
jeka_pak;Negatif; kalo presiden turun   gantinya siapa  kalo diganti yakin harga bbm jadi  rbu   mbok mikir drun   
ShowbizLite;Netral;ada ada saja  pesulap merah diminta bongkar trik pemerintah naikkan harga bbm  biar kita tahu semua 
PolrestabesMKS;Negatif;kapolrestabes makassar kombes pol budhi  haryanto  sik  mh mengawal peserta aksi unjuk rasa menyampaikan aspirasi menolak kenaikan harga bbm dan mepertemukan langsung dengan ketua dprd provinsi sulsel  jumat             
ridhorahadi;Negatif; apa kaitan peserta demo menentang kenaikan harga bbm  dengan bendera hitam dan arab saudi   itulah bukti buzzerp cebong kupret sesungguhnya tidak beda dengan pendemo bayaran gocapan gocap habis nalar ambyar
amin_agustin;Negatif;flashmob dpd pks jakarta timur   pks menolak kenaikan harga bbm     spiral calendar  sabtu     september       alarm clock        s d       wib  motorway  depan gor ciracas   jl raya bogor jakarta timur  saatnya kita bergerak   tolak kenaikan harga bbm harga harga naik melejit membuat rakyat menjerit 
sandal_jepitan;Netral;materi   keberlanjutan ekonomi pasca penyesuaian harga bbm terhadap perekonomian di indonesia  diskusi ini akan diselenggarakan pada     tear off calendar  sabtu     september       watch        wib s d selesai  round pushpin  aula iptek sengkaling kuliner malang
sandal_jepitan;Positif;bersama pemateri       dr  nazaruddin malik  se     wakil rektor   umm  materi   urgensi penyesuaian harga bbm terhadap apbn tahun         ali muthohirin   m h   komisaris independen pt  adhi persada beton bumn 
sandal_jepitan;Positif;focus group discussion  urgensi penyesuaian harga bbm  analisis kebijakan bbm terhadap apbn tahun        live youtube cangkir opini    
polsekkras1;Positif;polres kediri gelar baksos kepada masyarakat terdampak kenaikan harga bbm  polres kediri bersama dengan tni dan dishub kabupaten kediri melasakanan bakti sosial dengan membagikan     paket sembako kepada masyarakat yang terdampak adanya kenaikan harga bahan bakar minyak  bbm  
strommamo;Negatif;aksi mahasiwa yang menolak kenaikan harga bbm sampai robohkan pagar dprd kota bogor  jumat        
fleuerette;Negatif;sejak udah kerja gue tuh ikut sedih kalo ada yang kena phk  maklum mantan pengangguran hampir   tahun  jadi paham bener capek  susah  stressnya cari kerja  apalagi sekarang bbm naik  harga juga pada naik
news_wanheart;Negatif;tolak kenaikan harga bbm  fpi  pa      dan gnpf ulama kompak tuntut presiden mundur 
PutunMy;Netral;pak jokowi  ini sikap dpr soal harga bbm naik     
SuhendarNandar9;Negatif; gabungan ormas dan lsm se kota tasikmalaya geruduk dprd kota tasikmalaya tolak kenaikan harga bbm  kota tasikmalaya patriot indonesia  jum at   september       seluruh ormas dan lsm se kota tasikmalaya menggeruduk kantor dprd kota tasikmalaya  
info_kita2;Positif;bantu warga terdampak kenaikan harga bbm  polda ntb dan polda metro jaya bagikan paket sembako 
bucinmu_bpo97;Negatif;semua harga barang naik  pleading face  tired face  apa lagi bbm  broken heart  hanya hujan yang turun  cloud with rain  dan nunggu kamu move on  sleepy face  ada aku loh    capek tau nunggu  face with rolling eyes   
board_kie;Negatif; saya menangis mlihat ibu naikkan harga bbm
ImPutra6;Negatif; setuju  banyak rakyat mengeluh dg harga bbm yang sekarang niaik
jpnncom;Negatif;dpd partai demokrat jabar tegas menolak kenaikan harga bbm  menurutnya  pemerintah seharusnya melihat keefisienan pertamina dalam hal kenaikkan harga bbm   
heriwebcom;Netral;harga bbm melambung  ini daftar tarif baru angkot di kota kupang 
NewMitrapol;Negatif;kapolres tasikmalaya kota pimpin pengamanan aksi unjuk rasa penolakan kenaikan harga bbm 
polsekkras1;Positif;polres kediri gelar baksos kepada masyarakat terdampak kenaikan harga bbm  polres kediri bersama dengan tni dan dishub kabupaten kediri melasakanan bakti sosial dengan membagikan     paket sembako kepada masyarakat yang terdampak adanya  
muslimahnewscom;Negatif;   adu harga bbm  baik dari pertamina maupun vivo  serta perusahaan swasta lainnya sesama produsen bbm yang ada di indonesia  adalah wujud nyata kapitalisasi sekaligus simbol amputasi subsidi oleh penguasa kepada rakyatnya 
Aidachoirunnisa;Negatif;semoga di tengah  harga bbm naik  minyak wangi gak naik loudly crying face   kalo naik gmn  yaudah pake minyak jelantah loudly crying face  
strommamo;Negatif;buntut kenaikan harga bbm  front persaudaraan islam  fpi   persaudaraan alumni  pa       gerakan nasional pengawal fatwa ulama  gnpf ulama  dan puluhan ormas lainnya akan menggeruduk istana negara  
dndtirani;Negatif;tolak kenaikan harga bbm  fpi  pa      dan gnpf ulama kompak tuntut presiden mundur    jokowi bacot cebong ujan menkominfo idiot resign diana fifa rest in love  
iwan_kurus_lagi;Negatif; semoga saja pemerintah segera membatalkan kenaikan harga bbm  index pointing up  relieved face 
matakitaco;Negatif;bbm naik  imm fh unhas sebut subsidi atau pengalihan isu    makassar  polemik kebijakan pemerintah tentang kenaikan harga bahan bakar minyak  bbm  hingga sekarang ini terus dibanjiri protes dari kalangan warga masyarakat  terutama   
bondanpasha;Positif;peduli dampak kenaikan harga bbm  polres metro bekasi kota salurkan     paket sembako bagi warga  
idxchannelcom;Positif;erick thohir menilai tidak ada kenaikan harga bbm jenis pertamax  pertalite  dan solar 
bondanpasha;Positif;peduli dampak kenaikan harga bbm  polres metro bekasi kota salurkan     paket sembako bagi warga  
bondanpasha;Positif;peduli dampak kenaikan harga bbm  polres metro bekasi kota salurkan     paket sembako bagi warga 
AzrinBuyung;Negatif; assalamualaikum pak jokowi saya buyung azrin mohon izin berpendapat      bbm sebaiknya cabut saja subsidinya karena tetap menimbulkan kesenjangan sosial dimasyarakat    jika dicabut maka harga jual petani diseimbangkan sehingga stabil perekonomian petani
Indopolitika;Positif;usai harga bbm naik  harga bahan pangan cenderung stabil 
Indopolitika;Positif;usai harga bbm naik  harga bahan pangan cenderung stabil  via 
muchlis_ar;Negatif;sejumlah partai menolak kenaikan harga bbm  sampai ada elit partai yang demonstratif walk out dari ruang sidang dpr    bagaimana sebenarnya sikap pemilih partai terhadap subsidi bbm  apakah sikap elit partai sejauh ini sejalan dg kesadaran pemilih      tayang besok  
Salimah25485819;Negatif;abu janda sentil erick thohir dan ahok soal kenaikan harga bbm  pertamina jual bensin paling mahal  rugi pula  abu janda pura pura biar ngak di gebukin buruh        lahir batak    
FPKSDPRRI;Negatif;oleh sebab itu  fraksi pks di seluruh indonesia menuntut pemerintah segera membatalkan kenaikan harga bbm  suara rakyat harus didengar dan diperhatikan double exclamation mark         
FPKSDPRRI;Negatif;itulah beberapa suara sumbang masyarakat surabaya atas keputusan pemerintah yang menaikkan harga bbm  dan kami meyakini  itu adalah suara mayoritas dari rakyat indonesia  yakni menolak dan merasa keberatan       
FPKSDPRRI;Negatif; pks tolak kenaikan harga bbm    semuanya naik  ya jadinya minus  pengeluaran lebih banyak    daya beli menurun drastis    nolak  tapi ya mau gimana lagi    harga harga jadi mahal           
kopiganja;Negatif;saat demokrat naikin harga bbm  pdip menentang  sekarang sebaliknya  pokoknya apa pun soundbite yang lagi laku lah yaw  pembahasan dan politik yang sober kapan kapan aja   slightly smiling face  
PKS_PSREBO;Negatif;pks menolak kenaikan harga bbm subsidi  jangan bikin rakyat tambah sengsara    
RadarIndramayu1;Negatif;tolak kenaikan harga bbm  mahasiswa kembali demo dprd indramayu 
robotnegri;Negatif;harga bbm naik  cabai naik  transportasi naik  daging naik  beras naik  di demo tetep aja naik   gaji ga naik   di demo tetep aja ga naik   ini kah demokrasi 
portal_lebak;Positif;cek fakta  ada pembagian ratusan sepeda listrik  setelah kenaikan harga bbm 
faisalanugrah__;Negatif;bbm lagi panas panas nya para penimbun harus tiarap harga sawit murah alhasil kita kepusingan tak tertulungkan hahaha
soloposdotcom;Negatif;harga bbm naik  penumpang minim  angkot sukoharjo wonogiri tersisa   armada 
armada_berita;Negatif;sepekan setelah harga bbm naik  rupiah dan ihsg justru menguat 
yusup_ely;Positif;  thumbs up  thumbs up  sembako di distribusikan akibat naiknya bbm  semoga akan ada pendistribusian pola pikir agar tidak terlalu berharap subsidi  karena naiknya harga bbm adalah keniscayaan   spurani pikiran wong kere nanging penginnsugih  folded hands  grinning face  folded hands 
redimulyadi;Negatif;polres tasikmalaya kota lakukan pengamanan aksi unjuk rasa gabungan ormas   menolak kenaikan harga bbm   tabloid lintas pena 
covesiacom;Negatif;tolak kenaikan harga bbm  gedung dprd sumbar dikepung berbagai aksi 
covesiacom;Negatif;imbas naiknya harga bbm bagi trans padang  subsidi bertambah menjadi rp   miliar 
klikwarta_com;Positif;gandeng elemen mahasiswa  polres karanganyar bagikan bantuan beras kepada masyarakat terdampak kenaikan harga bbm 
selvmay;Negatif;harga bbm naik nanti sisanya menyusul  face exhaling  yawning face  upside down face   kami menolak keras kenaikan harga bbm             blue heart  
itsSiscaNatalia;Positif;kenapa klo demo harus bakar ban  tutup akses jalan  mmgny bbm akan turun klo kalian gitu  yg ada malah tambah nyusahin orang yg udh susah  klo harga rokok naik aja ttp dibeli  kuota ratusan ribu ada tuh 
Dody_Kr3nZ;Positif;kapolres landak bagikan bantuan sosial bagi warga terdampak kenaikan harga bbm 
infoPKU;Positif;        kpm pekanbaru terima blt dan bantuan sosial sembako dampak kenaikan harga bbm   
danoobbb;Negatif; bisa la ya turun harga bbm
lawjusticeco;Negatif;tegas tolak kenaikan harga bbm  fpi  pa      dan gnpf ulama mendesak presiden segera mundur    
yudagilang;Negatif;  enya  nepika kudu naekeun harga bengsin demi beritana ngalelep  eh teu saradar nya beritana leungit ku harga bbm naek pas minyak dunia murah  face with hand over mouth 
jonidep065;Negatif; kami biasa senam jantung pas harga bbm melambung tingi susu tak kebeli
politikamalang;Negatif;unjuk rasa tolak kenaikan harga bbm  cipayung plus temui ketua dprd dan walikota malang 
detik_jatim;Positif;senyum sopir angkot nganjuk dapat sembako dampak harga bbm naik 
fajaronline;Negatif;demokrat dan pdip saling serang karena kenaikan harga bbm  ujang komarudin bilang ini  
beningnews;Negatif;harga bbm naik  tarif kargo pengiriman barang ikut terkerek 
lawjusticeco;Negatif;pa     bakal geruduk istana  aksi      tolak harga bbm naik     
ekose85;Negatif; harga bbm naik   pulih lebih lambat  bangkit makin berat disappointed face 
djple;Negatif;tak main main  tolak kenaikan harga bbm  buruh siapkan jadwal demo sebulan penuh 
ArifMalikMalika;Negatif;moment ketua dpr ker peduli ke rakyat akibat kenaikan harga bbm   harga bbm naik jokowi diturunkan dpr mpr karna tidak pro rakyat atao wong cilik  
jonidicardoben2;Negatif;  oldmind kasih gaji direksi n komisaris terlalu besar pertamina bisnis bbm tanpa saingan kok rugi  dari mana hitung hitungannya berapa harga minyak mentah berapa hppnya berapa utk gaji ini jelas mafia berdasi yg mengisap darah duit rakyat  kaliannya foya foya gaji gede fee kkn 
SINDOnews;Positif;imbas kenaikan harga bbm  polres mesuji salurkan ratusan paket sembako bagi warga     
rausanfiq12;Negatif;anggota dprd kabupaten sumbawa barat fraksi partai  muhammad saleh  se bela rakyat dan menolak kenaikan harga bbm  kami yakin tidak semua kader partai pdip berwatak jahat trhdp rakyat  
gatse8;Negatif;kenaikan bbm ini jelas  berdampak besar untuk rakyat    
keuangannews_id;Positif;tiada lagi  tangis politik  puan maharani saat kenaikan harga bbm kini  
pengarang_sajak;Negatif;negeri  jt hafidz penghafal al qur an terancam bangkrut   pakistan    setelah pemerintahnya mengakhiri subsidi bahan bakar   harga bahan bakar di pakistan naik sekitar     sejak akhir mei        program bailout dgn dana imf dipilih utk menjadi solusi bbm pakistan 
NewMitrapol;Positif;pemkot bandung siapkan strategi antisipasi dampak kenaikan harga bbm 
helemkuning1;Negatif;kira  kalo harga bbm naik daerah daerah pelosok dpt kesejahteraan yg begimana 
garlindah;Negatif; raakyaat yang maanaa ibu       rb   bulan untuk   keluarga cukup  sebaagaai kompensasi  naik bbm tidak seberapa dampak nya bagai riaakaan air menjadi gelombang yang besar harga hargaa yang lain ikut ikutan naik  begitu ibu
AangSurya12;Negatif; mahasiswa demo harga bbm agar tdk dinaikan   mahasiswa vs polisi 
timescoid;Negatif;presiden partai buruh said iqbal menyampaikan  kenaikan harga bbm akan menurunkan daya beli masyarakat bawah  secara bersamaan  menaker sudah menyampaikan bahwa kenaikan    
icecubeholic777;Positif;hal ini udh berjalan beberapa bulan terakhir  sampe akhirnya bbm naik parah  seingatku tahun ini harga bbm udh naik  x  which yg pasti  sedikit banyak jg berpengaruh ke cashflow rumah tangga  akhirnya aku memutuskan kalo ga penting  bgt bawa mobil  pake kereta aja lah
Indopolitika;Positif;penumpang krl dan mmeningkat usai harga bbm naik 
Indopolitika;Positif;penumpang krl dan mmeningkat usai harga bbm naik  via 
sis25gmailcom1;Negatif;kami kader partai demokrat menolak kerass ke naekan harga bbm  
tikushitam2014;Negatif; fahira idris  naikkan harga bbm  pemerintah tidak paham psikologis rakyat     
Maria07561883;Negatif;link tolak kenaikan harga bbm  fpi  pa      dan gnpf ulama kompak tuntut presiden mundur 
baru_pac;Negatif;kami mendengar dan merasa jeritanmu tapi nga pake nangis seluruh kader pdemokrat menolak kenaikan harga bbm         
